"Running time", "Number of packed boxes", "Number of given boxes", "Volume utilization", "Total empty space", "Virtual boxes volume", "Virtual boxes to actual boxes volume ratio"
54, 28, 81, 95.44444444444444, 7.872E7, 8.64E7, 0.05238649592549476
